Channel Name,Neural Interface Compatible,Metaverse Integration Level,Quantum Computing Topics,Holographic Content Rating,Channel ID,Tecnologia ID
Bentley Ltd Network,True,Basic,4,1D,3650,3949
"Ramos, Jones and Rocha Network",False,,18,2D,3651,3950
Roy PLC Studios,False,Advanced,2,2D,3652,3951
Hill PLC Studios,False,Full,14,3D,3653,3952
Wilcox-Willis Studios,False,Full,9,4D,3654,3953
Allen Group Studios,True,Full,4,3D,999,3954
Allen Group Studios,True,Full,4,3D,2402,3955
Allen Group Studios,True,Full,4,3D,2865,3956
Allen Group Studios,True,Full,4,3D,3655,3957
Garcia-Schneider Studios,True,,3,1D,3656,3958
Kim-Jacobs Studios,False,,3,4D,3657,3959
"Bailey, Monroe and Hill Hub",False,,16,2D,3658,3960
Wu and Sons Studios,False,,13,1D,3659,3961
"Suarez, Koch and Hughes Labs",True,Basic,17,2D,3660,3962
Hess PLC Network,False,Basic,12,4D,3661,3963
Wagner-Griffith Network,False,Advanced,10,2D,3662,3964
Bishop-Smith Hub,False,Basic,11,3D,3663,3965
"White, Shelton and Forbes Studios",True,Full,6,1D,3664,3966
"Jennings, Perez and Jones Network",False,Advanced,10,4D,3665,3967
Saunders Ltd Network,True,Advanced,20,3D,3666,3968
Lewis LLC Network,True,,18,1D,3667,3969
"Allen, Bonilla and Murphy Studios",False,Full,6,3D,3668,3970
Hill-Clay Studios,True,Basic,13,1D,3669,3971
"Ford, Williams and Thomas Labs",False,Advanced,17,4D,3670,3972
Snyder Ltd Network,True,Full,14,3D,3671,3973
Cole-Davis Hub,True,Advanced,20,4D,3672,3974
"Villarreal, Torres and Farrell Network",True,Basic,4,1D,3673,3975
Lee-Meyers Network,False,Advanced,4,1D,3674,3976
"Martin, Grant and Higgins Labs",True,,13,1D,3675,3977
"Roberts, Jones and Williams Labs",True,,20,1D,3676,3978
Chan PLC Hub,True,Advanced,17,2D,3677,3979
"Burns, Ortega and Hall Studios",False,,16,2D,3678,3980
Howard Group Network,True,Advanced,18,3D,3679,3981
Stanley PLC Network,True,Full,2,2D,3680,3982
Porter-Mitchell Labs,True,,20,1D,3681,3983
"Rogers, Estrada and Lopez Network",False,Advanced,7,1D,3682,3984
Fisher-Travis Network,False,,9,3D,3683,3985
Best Ltd Studios,True,Basic,14,3D,3684,3986
Oneal-Walker Studios,False,Advanced,2,4D,3685,3987
Kelly-Mckee Hub,False,,7,4D,3686,3988
West-Wheeler Hub,True,Basic,14,1D,3687,3989
Landry PLC Network,True,Basic,15,4D,3688,3990
"Benton, Huerta and Summers Studios",True,Advanced,8,2D,3689,3991
Roberts PLC Labs,False,Basic,2,4D,3690,3992
Perez-Burch Labs,False,Full,10,1D,3691,3993
Miller-Jenkins Labs,False,,16,2D,3692,3994
"Roach, Thomas and King Labs",False,Full,4,2D,3693,3995
Clay-Hobbs Labs,False,,20,4D,3694,3996
Henry PLC Hub,False,Advanced,1,2D,3695,3997
"Lucas, Nolan and Johnson Hub",True,,13,4D,3696,3998
Bishop and Sons Labs,True,Full,8,3D,3697,3999
"Powell, Bryan and Baker Hub",False,Full,17,3D,3698,4000
Cardenas PLC Hub,True,Basic,16,2D,3699,4001
Yu-West Network,False,,20,1D,3700,4002
Klein LLC Network,False,Full,17,2D,3701,4003
Johnson LLC Studios,True,,15,1D,2492,4004
Johnson LLC Studios,True,,15,1D,3702,4005
"Graham, Collins and Davis Studios",True,Basic,0,1D,3703,4006
Rivera Group Studios,True,Basic,3,2D,3704,4007
"Parks, Miller and Armstrong Labs",False,Full,13,2D,3705,4008
Sutton-Bass Hub,False,,18,3D,3706,4009
Sawyer-Stone Labs,False,Advanced,12,4D,3707,4010
Branch-Mcmahon Network,True,,2,1D,3708,4011
Richardson PLC Hub,True,Advanced,0,3D,3709,4012
Williams-Griffin Network,True,Full,9,3D,3710,4013
Oneal Group Studios,True,,14,3D,3711,4014
Morales Inc Hub,True,Advanced,19,2D,3712,4015
"Walker, Butler and Lowe Hub",False,Full,1,2D,3713,4016
Jennings and Sons Studios,True,,2,2D,3714,4017
Johnson and Sons Studios,False,Basic,5,1D,744,4018
Johnson and Sons Studios,False,Basic,5,1D,2066,4019
Johnson and Sons Studios,False,Basic,5,1D,3715,4020
"Braun, Hughes and Nichols Hub",True,Advanced,14,3D,3716,4021
Walker Ltd Network,False,Basic,15,2D,3717,4022
"Williams, Shelton and Miller Network",True,,1,2D,3718,4023
Simpson PLC Studios,False,Basic,5,4D,3719,4024
"Ruiz, Smith and Ryan Labs",True,Full,1,3D,3720,4025
Kelly LLC Hub,False,Advanced,10,3D,3721,4026
Horton PLC Studios,False,,18,1D,3722,4027
"Mosley, Ramos and Vance Network",False,Full,9,4D,3723,4028
Chavez-Estes Labs,False,Basic,9,3D,3724,4029
Lloyd-Rose Labs,False,Basic,11,3D,3725,4030
"Clark, Sexton and Edwards Labs",False,,0,4D,3726,4031
Ortega-Steele Labs,False,,4,3D,3727,4032
Phillips-Harris Hub,True,,9,1D,3728,4033
"Ferrell, Wells and Martin Hub",False,Full,12,4D,3729,4034
Love-Baker Studios,True,Full,5,2D,3730,4035
Larson-Perkins Hub,False,Advanced,4,3D,3731,4036
Fuller LLC Network,False,Basic,1,4D,3732,4037
"Wells, Vazquez and Roberts Network",False,,3,2D,3733,4038
"Ramos, White and Medina Studios",False,,19,1D,3734,4039
Vance-Moore Labs,True,Basic,14,1D,3735,4040
Jones Ltd Network,False,Basic,4,1D,3736,4041
Webb-Johnson Network,False,,6,3D,3737,4042
Flores-Green Labs,False,Basic,17,1D,3738,4043
Bennett Group Network,False,Full,6,1D,3739,4044
Short PLC Network,False,Basic,9,2D,3740,4045
Thomas-Garcia Studios,True,Basic,14,3D,3741,4046
"Norton, Reyes and Washington Labs",False,Basic,5,3D,3742,4047
Velasquez-Guerrero Network,True,Full,0,1D,3743,4048
"Grant, Clayton and Ferrell Studios",True,,7,2D,3744,4049
Murray-Harper Labs,False,Advanced,1,3D,3745,4050
"Griffith, Obrien and Smith Network",True,Advanced,6,1D,3746,4051
Blair-Buck Network,False,Advanced,15,3D,3747,4052
Hudson-Davis Hub,True,Full,19,1D,3748,4053
"Day, Wright and Lozano Network",False,,1,3D,3749,4054
"Nguyen, Bryant and Gray Labs",True,Full,10,2D,3750,4055
Smith Ltd Network,False,Full,12,1D,3228,4056
Smith Ltd Network,False,Full,12,1D,3751,4057
Lambert-Garcia Network,True,,19,2D,2356,4058
Lambert-Garcia Network,True,,19,2D,3752,4059
Payne-Kelly Studios,False,Full,17,3D,3753,4060
"Gonzalez, Wade and Madden Studios",False,Advanced,0,3D,3754,4061
Myers-Bailey Network,False,Full,16,3D,3755,4062
Clark Inc Hub,True,Basic,6,3D,3756,4063
Roman LLC Studios,False,Advanced,18,4D,3757,4064
"King, Norton and Odom Studios",True,Advanced,11,4D,3758,4065
Ali LLC Network,True,Full,18,1D,3759,4066
"Bailey, Jones and Valencia Labs",False,Advanced,2,1D,3760,4067
Miles and Sons Network,True,Basic,2,3D,3761,4068
Martin-Obrien Studios,False,Advanced,9,1D,3762,4069
Bender and Sons Hub,False,,6,3D,3763,4070
"Pruitt, Chapman and Ray Studios",False,Advanced,20,4D,3764,4071
Thomas Ltd Network,True,Basic,10,3D,3765,4072
"Grant, Miller and Weber Labs",True,Basic,13,4D,3766,4073
Smith and Sons Studios,False,Basic,7,2D,158,4074
Smith and Sons Studios,False,Basic,7,2D,3035,4075
Smith and Sons Studios,False,Basic,7,2D,3767,4076
Vang Group Network,True,Full,15,4D,3768,4077
Rubio-Harmon Hub,False,,6,1D,3769,4078
"Burgess, Gonzales and Evans Hub",True,Basic,20,3D,3770,4079
Thomas-Manning Studios,False,Advanced,0,3D,3771,4080
Bowman Inc Network,False,Advanced,19,4D,3772,4081
"Boyle, Pruitt and Ross Network",False,Full,13,4D,3773,4082
"White, Williams and Stephens Studios",False,Basic,12,2D,3774,4083
Ponce and Sons Hub,True,Advanced,15,2D,3775,4084
"Grimes, Short and Daniels Labs",True,Basic,10,3D,3776,4085
Anderson Group Hub,True,Advanced,8,4D,3777,4086
Quinn-Jones Hub,True,Full,19,4D,3778,4087
Powell-Wells Network,True,Advanced,15,4D,3779,4088
Potts-Richardson Studios,True,Full,7,2D,3780,4089
Cruz Inc Hub,False,Full,9,3D,3781,4090
Mayo-Jones Studios,False,,15,4D,3782,4091
Byrd-Navarro Network,False,Advanced,3,4D,3783,4092
Palmer-Reid Network,True,Advanced,14,2D,3784,4093
"Rodriguez, Nichols and Gordon Network",True,Full,11,3D,3785,4094
"Bolton, Watkins and Ramos Network",True,Full,17,1D,3786,4095
Kramer-Contreras Studios,False,,2,1D,3787,4096
"Ho, Davis and Warren Studios",False,Advanced,11,4D,3788,4097
"Kennedy, Thompson and Edwards Studios",False,,13,2D,3789,4098
Cross Inc Labs,True,Basic,7,3D,3790,4099
Martinez Ltd Studios,False,Advanced,14,4D,3282,4100
Martinez Ltd Studios,False,Advanced,14,4D,3791,4101
"Meadows, Smith and Howard Studios",False,Basic,6,3D,3792,4102
Quinn Ltd Network,False,,11,1D,3793,4103
Houston PLC Network,True,,0,2D,3794,4104
Allen and Sons Labs,False,Full,5,2D,1491,4105
Allen and Sons Labs,False,Full,5,2D,3795,4106
"Anderson, Foster and Morgan Studios",True,,9,2D,3796,4107
Montes-Coleman Network,True,Advanced,5,4D,3797,4108
Roberts Ltd Hub,True,Basic,7,1D,3798,4109
"King, Maldonado and Thomas Labs",True,Full,10,1D,3799,4110
"Sullivan, Gutierrez and Larson Hub",True,Basic,5,2D,3800,4111
Taylor and Sons Hub,True,Advanced,11,1D,3801,4112
"Harmon, Reed and Cooley Labs",False,,13,4D,3802,4113
Williams-Beard Studios,False,Basic,9,2D,3803,4114
Stone-Curtis Labs,True,Basic,14,2D,3804,4115
Johnson-Faulkner Network,False,,15,2D,3805,4116
"Grant, Mays and Conley Hub",True,Full,16,4D,3806,4117
Jordan-Wheeler Network,False,Full,7,2D,3807,4118
"Phillips, Roberts and Porter Network",False,Advanced,1,3D,3808,4119
Wolf-Howard Hub,False,,6,1D,3809,4120
Thomas-Rogers Network,False,Advanced,13,2D,3810,4121
Porter-Powell Network,False,Advanced,19,1D,3811,4122
Rojas Group Labs,True,Full,5,1D,3812,4123
Wilson LLC Hub,True,Full,17,4D,1399,4124
Wilson LLC Hub,True,Full,17,4D,3813,4125
Moore-Hampton Labs,False,Basic,17,1D,3814,4126
Vang-Hayes Studios,False,,9,3D,3815,4127
Jackson-Walker Labs,True,,2,1D,3816,4128
Johnson LLC Network,True,,20,4D,582,4129
Johnson LLC Network,True,,20,4D,3817,4130
"Daugherty, Castillo and Hernandez Hub",False,Full,6,1D,3818,4131
Wilson-Kane Network,True,,1,3D,3819,4132
Hogan LLC Labs,False,,9,1D,3820,4133
Hubbard Inc Studios,True,Full,17,4D,3821,4134
"Jensen, Rodriguez and Miller Studios",True,Full,8,4D,3822,4135
"Thompson, Myers and Huff Studios",False,,11,1D,3823,4136
Williams-Clark Labs,False,Advanced,15,3D,3824,4137
Lang-Warner Studios,True,Basic,5,2D,3825,4138
Jones and Sons Network,False,Full,8,2D,3826,4139
"Hancock, Banks and Drake Labs",False,Full,3,4D,3827,4140
Gutierrez-Carr Labs,False,Basic,19,2D,3828,4141
"Cross, Underwood and Turner Network",True,,13,1D,3829,4142
"Mendoza, Floyd and Clayton Studios",False,Advanced,12,1D,3830,4143
"White, Jackson and Woods Hub",False,,8,4D,3831,4144
Baker-Schroeder Studios,True,Full,20,2D,3832,4145
Baker-Swanson Hub,False,Basic,19,4D,3833,4146
Vazquez and Sons Network,True,Basic,18,2D,3834,4147
"Powell, Williams and Thomas Labs",False,,5,4D,3835,4148
Lee PLC Hub,False,Basic,18,4D,3836,4149
Rodriguez LLC Studios,False,Full,10,4D,3837,4150
Rodriguez LLC Studios,False,Full,10,4D,4402,4151
Mitchell Inc Hub,False,Full,6,4D,3838,4152
"Tanner, Turner and Jenkins Studios",False,Full,9,2D,3839,4153
Rivera Ltd Labs,True,Basic,1,1D,3840,4154
"Velazquez, Miller and Hernandez Hub",False,Advanced,4,3D,3841,4155
Hammond-Harvey Network,False,Full,8,4D,3842,4156
Sosa LLC Labs,False,Advanced,2,4D,3843,4157
"Love, Baxter and Hardy Hub",False,Basic,4,3D,3844,4158
Patterson-Evans Hub,True,Advanced,8,2D,3845,4159
"Rich, Becker and Lane Studios",False,Full,3,3D,3846,4160
Rogers and Sons Network,True,,5,2D,3847,4161
Rogers and Sons Network,True,,5,2D,4009,4162
Robinson and Sons Network,True,Advanced,3,1D,3848,4163
Ward-Baker Hub,True,Advanced,3,4D,3849,4164
Rodriguez-Thompson Studios,False,,17,4D,3850,4165
Barnes-Jarvis Hub,False,Full,0,2D,3851,4166
"Adams, Campbell and Hancock Network",False,Advanced,17,3D,3852,4167
"Webster, Mccarthy and Rice Hub",True,Basic,20,3D,3853,4168
Nguyen-Clark Studios,True,Basic,10,3D,3854,4169
"Harris, Walker and Brown Hub",False,Advanced,4,4D,3855,4170
Smith and Sons Network,False,,13,3D,85,4171
Smith and Sons Network,False,,13,3D,1672,4172
Smith and Sons Network,False,,13,3D,2073,4173
Smith and Sons Network,False,,13,3D,3856,4174
Smith and Sons Network,False,,13,3D,4059,4175
Brown PLC Studios,False,,18,3D,3857,4176
Howell and Sons Network,False,,8,1D,1913,4177
Howell and Sons Network,False,,8,1D,3858,4178
Adams-Garza Studios,False,,5,3D,3859,4179
Sellers Group Studios,False,Basic,5,3D,3860,4180
Green Ltd Hub,True,,19,1D,2527,4181
Green Ltd Hub,True,,19,1D,3861,4182
Garcia-Meyer Labs,False,Advanced,19,1D,3862,4183
Kent LLC Labs,True,Full,10,3D,3863,4184
Peterson-Villanueva Network,True,Basic,12,3D,3864,4185
Diaz-Bridges Studios,True,Basic,13,4D,3865,4186
Hayes-Wiggins Studios,False,Full,13,4D,3866,4187
Clarke Inc Network,True,Basic,20,2D,3867,4188
"Douglas, Alvarez and Owens Studios",True,,20,2D,3868,4189
Wood LLC Labs,True,,1,3D,3869,4190
Mills and Sons Network,False,Basic,2,4D,3870,4191
Andersen-Greene Labs,False,,8,2D,3871,4192
Garcia-Kelly Hub,False,Full,8,1D,3872,4193
Frey Inc Labs,False,Advanced,15,1D,3873,4194
Knapp-Chase Studios,False,Full,18,2D,3874,4195
Rojas PLC Labs,True,Basic,10,2D,3875,4196
Bartlett-Brooks Network,True,Basic,5,1D,3876,4197
"Barron, Martinez and Lee Labs",True,Advanced,8,4D,3877,4198
Martinez-Beck Hub,True,Basic,0,3D,3878,4199
Lewis-Barker Studios,False,,13,2D,3879,4200
Ingram-Norman Network,False,Full,16,3D,3880,4201
Clay-Salazar Network,True,,20,4D,3881,4202
"Griffin, Pearson and Rodriguez Labs",True,,20,2D,3882,4203
"Murphy, Kelly and Carter Network",True,Full,7,2D,3883,4204
Colon-Anderson Labs,False,Advanced,13,2D,3884,4205
Huffman Inc Hub,False,Advanced,6,1D,3885,4206
"Andersen, Gonzales and Rice Labs",False,Basic,17,4D,3886,4207
Bailey-Garcia Network,False,Basic,12,4D,3887,4208
Adams-Romero Studios,False,Full,12,3D,3888,4209
Baker-Patel Studios,True,,19,4D,3889,4210
"Benson, Munoz and Harris Network",False,Basic,7,1D,3890,4211
"Woodard, Valdez and Myers Hub",True,Full,5,4D,3891,4212
Gutierrez Ltd Studios,False,Full,3,4D,3892,4213
Calderon and Sons Studios,True,Full,3,4D,3893,4214
"Ward, Martin and Yates Network",False,,2,3D,3894,4215
Bailey Inc Network,False,Basic,7,1D,3895,4216
Hunter-Scott Studios,True,Full,10,1D,3896,4217
Moreno-French Studios,False,Advanced,9,4D,3897,4218
Franklin-Ross Hub,True,Full,18,4D,3898,4219
"Russell, Campos and Smith Studios",True,Advanced,3,3D,3899,4220
Randall PLC Network,True,Advanced,3,2D,3900,4221
"Frazier, Reyes and Chambers Studios",False,,14,2D,3901,4222
Bryant Inc Network,False,Basic,18,2D,3902,4223
Hernandez PLC Network,False,Basic,15,4D,3903,4224
"Jones, Ellis and Briggs Hub",True,,6,2D,3904,4225
"Vargas, Olson and Hickman Labs",True,,5,1D,3905,4226
Martin LLC Studios,True,Full,0,3D,3906,4227
Andersen-Thompson Hub,True,Basic,12,4D,3907,4228
Torres-Smith Studios,True,Basic,3,2D,3908,4229
Patterson LLC Studios,True,,8,3D,693,4230
Patterson LLC Studios,True,,8,3D,3909,4231
"Davis, Mcclure and Hurst Network",True,Advanced,0,3D,3910,4232
Clark Group Studios,True,,0,4D,3911,4233
Campbell-Scott Network,False,Full,17,1D,3912,4234
"Arnold, Johnson and Perez Hub",True,Advanced,6,2D,3913,4235
Henry-Perez Network,False,,5,4D,3914,4236
Arellano Group Network,False,Advanced,1,2D,3915,4237
Nguyen Ltd Hub,False,Full,3,4D,3916,4238
"Jacobs, Brown and Barr Network",False,,2,1D,3917,4239
"White, Medina and Guerrero Labs",False,Basic,16,1D,3918,4240
Huffman Group Studios,True,,12,2D,3919,4241
Phillips-Crosby Studios,False,Basic,0,4D,3920,4242
"Rowe, Flynn and Miller Studios",True,Basic,5,4D,3921,4243
Sanford-Cain Network,True,Advanced,14,1D,3922,4244
"Rhodes, Waters and Chambers Network",False,Basic,7,1D,3923,4245
Thompson-Peterson Labs,True,,16,3D,3924,4246
French Inc Labs,False,Basic,7,3D,3925,4247
Hernandez-Kent Hub,False,Advanced,7,1D,3926,4248
Todd-Ward Labs,True,,20,4D,3927,4249
Brooks-Harris Network,True,Advanced,7,1D,3928,4250
Collins Group Hub,False,Basic,13,1D,3929,4251
Morris Ltd Network,True,Basic,5,2D,3930,4252
Mclaughlin-Jacobson Labs,False,Basic,3,3D,3931,4253
Hancock-Miller Network,True,Basic,15,3D,3932,4254
Terry-Schneider Labs,True,Full,13,2D,3933,4255
Moore-Jackson Network,False,Full,14,4D,3934,4256
Murphy Group Hub,True,Basic,18,2D,3935,4257
Johnson and Sons Network,False,Basic,14,3D,3936,4258
"Mejia, Mcguire and Williams Network",True,Full,11,4D,3937,4259
"Torres, Lopez and White Hub",False,,14,2D,3938,4260
Phillips PLC Hub,True,Advanced,13,2D,3939,4261
"Nelson, Fisher and Price Labs",True,Full,17,2D,3940,4262
Peterson-Turner Labs,False,Basic,17,3D,3941,4263
"Martin, Robinson and Coffey Network",False,Advanced,1,2D,3942,4264
"Maxwell, Adams and Williamson Studios",True,,3,3D,3943,4265
Parker Inc Hub,False,Advanced,19,2D,1097,4266
Parker Inc Hub,False,Advanced,19,2D,3944,4267
Johnson Ltd Labs,False,Full,18,1D,1405,4268
Johnson Ltd Labs,False,Full,18,1D,1475,4269
Johnson Ltd Labs,False,Full,18,1D,3945,4270
Harris-Mathis Studios,True,Full,0,1D,3946,4271
Randall-Reyes Studios,True,Advanced,13,1D,3947,4272
Mckee Ltd Network,True,Full,14,1D,3948,4273
"Miller, Gonzales and Taylor Studios",True,,14,1D,3949,4274
Dillon-Winters Labs,True,,15,2D,3950,4275
Weaver and Sons Labs,True,Basic,2,2D,3951,4276
"Romero, Smith and Washington Labs",False,Advanced,19,3D,3952,4277
"Edwards, Mejia and Hamilton Studios",True,Full,20,1D,3953,4278
"Ross, Novak and Estrada Labs",False,,17,3D,3954,4279
Herring Group Network,True,,10,2D,3955,4280
Allen-Chapman Network,False,,3,1D,3956,4281
Barnett and Sons Network,True,Advanced,9,2D,3957,4282
Howard-Taylor Hub,True,Basic,11,3D,3958,4283
Bernard Ltd Studios,True,Advanced,14,3D,3959,4284
Pace-Dixon Hub,True,Basic,18,2D,3960,4285
Hernandez Group Studios,False,Basic,15,2D,3961,4286
Fry-Gamble Studios,False,Basic,12,3D,3962,4287
Love-Knight Labs,False,,8,1D,3963,4288
Jacobson-Garrett Hub,False,,6,2D,3964,4289
"Powers, Gomez and Lewis Studios",False,Full,4,3D,3965,4290
Hall-Boyer Labs,True,,11,3D,3966,4291
"Morrison, Pruitt and Griffin Labs",False,Basic,8,3D,3967,4292
Larson-Newton Hub,True,,12,2D,3968,4293
"Johnson, King and Newman Studios",False,Basic,3,1D,3969,4294
"Zavala, Ortega and Cuevas Studios",False,Full,8,1D,3970,4295
Robinson PLC Labs,True,Basic,7,3D,3466,4296
Robinson PLC Labs,True,Basic,7,3D,3971,4297
"Salazar, Wright and Evans Network",False,,16,2D,3972,4298
Ortiz-Taylor Studios,True,Advanced,18,4D,3973,4299
Poole-Simpson Hub,False,Basic,1,3D,3974,4300
Rush-Myers Hub,False,Full,7,3D,3975,4301
"Sanchez, Cunningham and Rodriguez Hub",True,Basic,11,2D,3976,4302
Smith-Nguyen Labs,False,Full,20,1D,3977,4303
Howell-Carr Labs,True,Basic,15,1D,3978,4304
Matthews Inc Hub,True,Advanced,20,3D,3979,4305
"Owens, Ortiz and Mendoza Network",True,Advanced,18,2D,3980,4306
"Farrell, Matthews and Duncan Hub",False,Advanced,4,4D,3981,4307
Payne-Reilly Hub,True,Basic,0,3D,3982,4308
Mason and Sons Labs,True,Advanced,3,1D,3983,4309
Valdez PLC Labs,True,Full,16,3D,3984,4310
King PLC Labs,True,,10,1D,3985,4311
Herring Ltd Hub,True,Full,16,2D,3986,4312
Singh-Hardin Labs,True,Basic,16,2D,3987,4313
"Faulkner, Tapia and Leonard Network",False,,4,4D,3988,4314
Lopez Ltd Labs,False,Full,5,1D,3989,4315
"Chang, Hickman and Meyer Labs",True,Full,4,3D,3990,4316
Lopez Ltd Studios,True,Basic,6,4D,3991,4317
"Lang, Sanders and Snyder Studios",True,Full,5,3D,3992,4318
"Blankenship, Castillo and Moore Labs",False,Advanced,2,3D,3993,4319
Whitehead and Sons Studios,False,Basic,17,1D,3994,4320
"Brown, Bentley and Montoya Network",False,Basic,18,3D,3995,4321
Perez-Rodriguez Studios,True,,5,4D,3996,4322
Brown-Sanders Hub,True,Advanced,0,4D,3997,4323
Collier Group Labs,False,Basic,17,2D,3998,4324
Mitchell LLC Labs,True,Advanced,10,2D,3999,4325
Stone-Garcia Hub,True,Advanced,9,4D,4000,4326
Hudson and Sons Network,False,Full,14,3D,4001,4327
"Deleon, Romero and Phillips Labs",True,,16,3D,4002,4328
"Holloway, Rodriguez and Allen Studios",True,,11,3D,4003,4329
Hayes and Sons Labs,False,Advanced,3,4D,4004,4330
"Johnson, Stephens and Lloyd Hub",True,Basic,8,2D,4005,4331
Heath-Barrera Labs,False,,0,4D,4006,4332
Murphy Inc Hub,True,Full,2,1D,4007,4333
Vaughn-Evans Hub,False,Advanced,2,2D,4008,4334
Rogers and Sons Network,True,Full,20,1D,3847,4335
Rogers and Sons Network,True,Full,20,1D,4009,4336
"Brewer, Trujillo and Miller Network",False,Advanced,7,3D,4010,4337
"Woods, White and Cook Labs",True,Basic,19,1D,4011,4338
Glenn and Sons Studios,True,Full,1,1D,841,4339
Glenn and Sons Studios,True,Full,1,1D,4012,4340
Walker Group Labs,True,Basic,11,3D,4013,4341
Spears-Edwards Network,True,Advanced,11,4D,4014,4342
"Monroe, Mccall and Harris Labs",True,Basic,4,2D,4015,4343
Fields-Haas Labs,False,,13,3D,4016,4344
Coleman Inc Studios,False,Advanced,13,1D,4017,4345
Torres-Miller Hub,False,Advanced,16,3D,4018,4346
King PLC Studios,True,,4,3D,1953,4347
King PLC Studios,True,,4,3D,4019,4348
"Thomas, Miller and Cross Studios",True,Full,1,1D,4020,4349
"Bradley, Butler and Campbell Studios",False,Basic,4,4D,4021,4350
Terrell and Sons Network,False,Basic,0,2D,4022,4351
"Jones, Davis and Hoffman Network",True,,6,2D,4023,4352
Mckee PLC Studios,True,Full,6,4D,4024,4353
"Scott, Stone and Walker Labs",True,Advanced,20,3D,4025,4354
Carter LLC Network,False,Basic,4,2D,4026,4355
Holland PLC Network,True,,0,1D,4027,4356
Moore-Boone Studios,False,,1,2D,4028,4357
Dyer and Sons Network,False,Advanced,1,3D,4029,4358
"Hill, Reynolds and Wise Studios",False,,17,2D,4030,4359
Reed PLC Network,False,Full,0,2D,4031,4360
"Chandler, Munoz and Bonilla Studios",False,Full,5,4D,4032,4361
Hanson Inc Hub,False,Basic,9,3D,4033,4362
Rubio-Snow Labs,True,Basic,6,4D,4034,4363
"Harris, Owen and Barker Hub",False,Basic,7,1D,4035,4364
"Beck, Barnes and Arias Studios",False,Full,20,3D,4036,4365
Morales-Lewis Studios,True,Advanced,6,1D,4037,4366
Turner Inc Hub,True,,10,3D,2565,4367
Turner Inc Hub,True,,10,3D,4038,4368
"Cervantes, Lamb and Valencia Network",True,Basic,18,4D,4039,4369
Cooper-Murray Labs,False,Advanced,20,1D,4040,4370
Johnson-Torres Studios,False,Full,2,2D,4041,4371
Wells LLC Network,False,Advanced,0,4D,4042,4372
"Mitchell, Oneal and Mills Labs",False,Full,17,1D,4043,4373
"Martin, Johnson and Harrison Network",False,Basic,1,4D,4044,4374
Jones-Barnes Network,True,Full,20,4D,4045,4375
Hayes Group Labs,False,Full,19,1D,4046,4376
"Ellis, Jimenez and Smith Labs",False,Advanced,12,3D,4047,4377
Powell Inc Hub,True,Advanced,13,2D,4048,4378
Fitzpatrick Ltd Hub,False,Advanced,15,3D,4049,4379
"Chen, Wilson and Lopez Hub",False,Advanced,2,4D,4050,4380
"Ramos, Woodard and Gutierrez Studios",True,,1,1D,4051,4381
Smith-Barr Hub,False,Advanced,18,4D,4052,4382
"Scott, Frye and Mcknight Labs",False,Advanced,1,4D,4053,4383
Roberts Inc Studios,True,Full,14,2D,4054,4384
Foley-Hamilton Labs,True,Basic,7,3D,4055,4385
"Johnson, Cochran and Gray Studios",True,Advanced,12,3D,4056,4386
Garcia-Webb Network,True,,6,1D,4057,4387
"Avila, Martinez and Martin Network",True,Advanced,14,4D,4058,4388
Smith and Sons Network,True,Full,10,3D,85,4389
Smith and Sons Network,True,Full,10,3D,1672,4390
Smith and Sons Network,True,Full,10,3D,2073,4391
Smith and Sons Network,True,Full,10,3D,3856,4392
Smith and Sons Network,True,Full,10,3D,4059,4393
Golden-Bowers Labs,True,Full,19,4D,4060,4394
Baker-Hoover Hub,False,Full,15,2D,4061,4395
Burns Inc Network,True,,11,3D,4062,4396
"Bailey, Harrison and Moore Network",True,Full,10,1D,4063,4397
Stewart and Sons Labs,False,,12,1D,4064,4398
Barber PLC Network,False,Advanced,17,3D,4065,4399
"Wilson, Rivera and Williams Hub",False,Advanced,16,3D,4066,4400
Serrano Group Labs,True,Full,17,2D,4067,4401
Castillo-Duncan Studios,False,,18,1D,4068,4402
Cunningham-Hayes Labs,False,Advanced,6,4D,4069,4403
"Ortiz, Martinez and Turner Network",True,,1,1D,4070,4404
"Robinson, Carlson and Gonzalez Labs",True,,0,2D,4071,4405
Newton-Aguilar Studios,False,,2,4D,4072,4406
Wiggins-Simmons Labs,False,Basic,10,2D,4073,4407
"Rivera, Walton and Gordon Network",False,Basic,18,2D,4074,4408
Kim-Richardson Network,False,Advanced,19,1D,4075,4409
Galloway Ltd Studios,False,Advanced,17,1D,4076,4410
Arnold-Friedman Labs,False,Basic,14,3D,4077,4411
Calhoun PLC Studios,False,Basic,6,1D,4078,4412
Alexander LLC Labs,False,,3,1D,4079,4413
Martinez-Grimes Labs,True,Full,20,3D,4080,4414
Jones-King Network,False,Advanced,8,3D,4081,4415
Stein Ltd Hub,True,,16,4D,4082,4416
Woods-Williams Labs,False,Advanced,4,4D,4083,4417
Fox PLC Labs,False,Advanced,16,2D,4084,4418
Davenport LLC Network,True,Basic,4,4D,4085,4419
Baker PLC Hub,False,Full,2,1D,4086,4420
Garcia Group Studios,False,Advanced,19,2D,4087,4421
"Spencer, Camacho and Lara Network",True,Basic,19,2D,4088,4422
Villarreal-Garcia Network,False,Advanced,20,4D,4089,4423
Bell LLC Hub,True,,16,3D,1722,4424
Bell LLC Hub,True,,16,3D,4090,4425
